3.36E-06,-0.000100395,-0.009633537,0.104713272,102.1776244,0
2.95E-06,-0.000198427,-0.042593076,-2.101133814,688.2844667,0
-1.30E-05,0.000467138,0.068820994,2.829789856,-278.5298381,0
-1.64E-05,0.000742517,0.161762078,8.972254373,-1512.401989,0
-1.43E-05,0.00032388,0.03733573,1.353283913,-37.91640086,0
-3.11E-05,0.001831987,0.456136713,28.50302481,-6621.458296,0
9.06E-05,-0.003017746,-0.456368883,-16.87942004,2386.931336,0
-1.12E-05,0.000465029,0.062407101,2.412864545,-251.0340098,0
-1.30E-05,0.00048471,0.101607079,5.483473217,-703.1583616,0
-2.78E-06,0.000101981,0.027903635,2.023542569,-185.0132485,0
5.23E-06,-0.000325593,-0.065108849,-3.012999168,897.5499298,0
-3.05E-06,0.000102461,0.027439525,1.971971818,-142.2676959,0
-1.60E-06,5.59E-05,0.012278808,0.936732374,7.617676467,0
-0.000433791,0.047544737,0.137449699,-156.5930492,4348.125393,0
-2.58E-05,0.001443095,0.331556018,19.19698199,-4179.102473,0
-3.23E-05,0.001253828,0.168470692,5.937714119,-791.0218428,0
2.11E-05,-0.000989908,-0.204436728,-10.3269565,2066.668581,0
-6.17E-05,0.001697782,0.158088734,3.954932924,-345.1580341,0
-4.15E-05,0.002511873,0.591420359,34.93086247,-8371.06471,0
1.91E-05,-0.000619212,-0.094999561,-3.310093204,559.1131688,0
-2.33E-05,0.000904228,0.12083478,4.342067273,-531.6407044,0
2.17E-05,-0.0009547,-0.176778512,-7.930864822,1532.12424,0
-1.35E-05,0.000603576,0.137172621,7.942937152,-1298.742003,0
-2.88E-05,0.001451216,0.305915472,16.32728555,-3155.323033,0
-8.48E-06,0.000338796,0.077928558,4.645647776,-613.3745141,0
-3.05E-06,0.000118024,0.022469017,1.34894604,-62.78537562,0
8.70E-06,-0.000254582,-0.029459231,-0.542229662,172.9623275,0
1.49E-05,-0.000899559,-0.202717383,-11.2361045,2834.805401,0
3.56E-05,-0.001423917,-0.19399962,-6.289689419,1138.842312,0
-6.61E-06,0.000282482,0.066511789,4.054459456,-584.8032791,0
9.09E-05,-0.002604232,-0.25272239,-5.819397102,760.1267172,0
-2.83E-06,0.000143514,0.0391236,2.757977217,-478.7047899,0
4.01E-05,-0.001363938,-0.22342424,-8.802922447,1332.935173,0
-2.25E-06,0.000167705,0.020071055,0.883454132,-58.88994279,0
-2.21E-07,-4.05E-05,-0.001572621,0.439862004,131.451144,0
-1.56E-06,4.26E-05,0.014710848,1.292477627,-44.16036466,0
2.13E-06,-0.000144845,-0.029326784,-1.262240917,488.8928367,0
-4.11E-06,0.000130483,0.03393406,2.319601475,-175.5215601,0
-2.24E-06,7.89E-05,0.017366226,1.194416378,-35.03028133,0
-1.58E-05,0.000411913,0.051980992,1.951136657,-92.79093398,0
-4.79E-07,7.44E-06,0.004640751,0.596777054,35.6218658,0
-1.60E-06,2.62E-05,0.007771388,0.720137882,47.51129162,0
-1.01E-05,0.000440962,0.096434681,5.439550577,-830.7786742,0
1.20E-05,-0.000399128,-0.031441655,-0.28579993,139.7527219,0
2.24E-05,-0.001355246,-0.320204808,-18.78099987,4645.810676,0
-2.52E-05,0.000922379,0.125867922,4.613625378,-536.4856686,0
-2.33E-05,0.000906383,0.116565229,4.060000816,-488.6052685,0
-1.61E-05,0.000606311,0.114376986,5.616308591,-720.4134031,0
-1.92E-06,5.82E-05,0.017777455,1.434172489,-69.46419794,0
-9.93E-07,6.85E-06,0.00696576,0.859714821,52.89497986,0
1.88E-06,-0.000172781,-0.022351813,-0.322072725,343.3475073,0
-8.37E-06,0.000317528,0.056589043,2.791343368,-279.4545872,0
-9.90E-05,0.012950207,0.024746493,-57.30339418,1952.967843,1
-1.27E-05,0.004044717,0.024491617,-110.0518934,8878.242388,1
1.02E-05,-0.000534898,-0.084992743,-3.015759508,814.8958125,1
